Date,Country,Lat,Long,Confirmed,Recovered,Deaths
1/31/2020,Sudan,12.8628,30.2176,0,0,0
1/31/2020,Suriname,3.9193,-56.0278,0,0,0
1/31/2020,Sweden,60.128161,18.643501,1,0,0
1/31/2020,Switzerland,46.8182,8.2275,0,0,0
1/31/2020,Syria,34.802075,38.996815,0,0,0
1/31/2020,Taiwan,23.7,121,10,0,0
1/31/2020,Tajikistan,38.861,71.2761,0,0,0
1/31/2020,Tanzania,-6.369028,34.888822,0,0,0
1/31/2020,Thailand,15.870032,100.992541,19,5,0
1/31/2020,Timor-Leste,-8.874217,125.727539,0,0,0
1/31/2020,Togo,8.6195,0.8248,0,0,0
1/31/2020,Trinidad and Tobago,10.6918,-61.2225,0,0,0
1/31/2020,Tunisia,33.886917,9.537499,0,0,0
1/31/2020,Turkey,38.9637,35.2433,0,0,0
1/31/2020,United States,40,-100,7,0,0
1/31/2020,Uganda,1.373333,32.290275,0,0,0
1/31/2020,Ukraine,48.3794,31.1656,0,0,0
1/31/2020,United Arab Emirates,23.424076,53.847818,4,0,0
1/31/2020,United Kingdom,55.3781,-3.436,2,0,0
1/31/2020,Uruguay,-32.5228,-55.7658,0,0,0
1/31/2020,Uzbekistan,41.377491,64.585262,0,0,0
1/31/2020,Venezuela,6.4238,-66.5897,0,0,0
1/31/2020,Vietnam,14.058324,108.277199,2,0,0
1/31/2020,West Bank and Gaza,31.9522,35.2332,0,0,0
1/31/2020,Western Sahara,24.2155,-12.8858,0,0,0
1/31/2020,Yemen,15.552727,48.516388,0,0,0
1/31/2020,Zambia,-13.133897,27.849332,0,0,0
1/31/2020,Zimbabwe,-19.015438,29.154857,0,0,0
2/29/2020,Afghanistan,33.93911,67.709953,1,0,0
2/29/2020,Albania,41.1533,20.1683,0,0,0
2/29/2020,Algeria,28.0339,1.6596,1,0,0
2/29/2020,Andorra,42.5063,1.5218,0,0,0
2/29/2020,Angola,-11.2027,17.8739,0,0,0
2/29/2020,Antigua and Barbuda,17.0608,-61.7964,0,0,0
2/29/2020,Argentina,-38.4161,-63.6167,0,0,0
2/29/2020,Armenia,40.0691,45.0382,0,0,0
2/29/2020,Australia,-35.4735,149.0124,25,11,0
2/29/2020,Austria,47.5162,14.5501,9,0,0
2/29/2020,Azerbaijan,40.1431,47.5769,0,0,0
2/29/2020,Bahamas,25.025885,-78.035889,0,0,0
2/29/2020,Bahrain,26.0275,50.55,41,0,0
2/29/2020,Bangladesh,23.685,90.3563,0,0,0
2/29/2020,Barbados,13.1939,-59.5432,0,0,0
2/29/2020,Belarus,53.7098,27.9534,1,0,0
2/29/2020,Belgium,50.8333,4.469936,1,1,0
2/29/2020,Belize,17.1899,-88.4976,0,0,0
2/29/2020,Benin,9.3077,2.3158,0,0,0
2/29/2020,Bhutan,27.5142,90.4336,0,0,0
2/29/2020,Bolivia,-16.2902,-63.5887,0,0,0
2/29/2020,Bosnia and Herzegovina,43.9159,17.6791,0,0,0
2/29/2020,Botswana,-22.3285,24.6849,0,0,0
2/29/2020,Brazil,-14.235,-51.9253,2,0,0
2/29/2020,Brunei,4.5353,114.7277,0,0,0
2/29/2020,Bulgaria,42.7339,25.4858,0,0,0
2/29/2020,Burkina Faso,12.2383,-1.5616,0,0,0
2/29/2020,Burma,21.9162,95.956,0,0,0
2/29/2020,Burundi,-3.3731,29.9189,0,0,0
2/29/2020,Cabo Verde,16.5388,-23.0418,0,0,0
2/29/2020,Cambodia,11.55,104.9167,1,1,0
2/29/2020,Cameroon,3.848,11.5021,0,0,0
2/29/2020,Canada,53.9333,-116.5765,20,6,0
2/29/2020,Central African Republic,6.6111,20.9394,0,0,0
2/29/2020,Chad,15.4542,18.7322,0,0,0
2/29/2020,Chile,-35.6751,-71.543,2,0,0
2/29/2020,China,31.8257,117.2264,79356,39320,2837
2/29/2020,Colombia,4.5709,-74.2973,0,0,0
2/29/2020,Comoros,-11.6455,43.3333,0,0,0
2/29/2020,Congo (Brazzaville),-0.228,15.8277,0,0,0
2/29/2020,Congo (Kinshasa),-4.0383,21.7587,0,0,0
2/29/2020,Costa Rica,9.7489,-83.7534,0,0,0
2/29/2020,Cote d'Ivoire,7.54,-5.5471,0,0,0
2/29/2020,Croatia,45.1,15.2,6,0,0
2/29/2020,Cuba,21.521757,-77.781167,0,0,0
2/29/2020,Cyprus,35.1264,33.4299,0,0,0
2/29/2020,Czechia,49.8175,15.473,0,0,0
2/29/2020,Denmark,56.2639,9.5018,3,0,0
2/29/2020,Diamond Princess,0,0,705,10,6
2/29/2020,Djibouti,11.8251,42.5903,0,0,0
2/29/2020,Dominica,15.415,-61.371,0,0,0
2/29/2020,Dominican Republic,18.7357,-70.1627,0,0,0
2/29/2020,Ecuador,-1.8312,-78.1834,0,0,0
2/29/2020,Egypt,26.820553,30.802498,1,1,0
2/29/2020,El Salvador,13.7942,-88.8965,0,0,0
2/29/2020,Equatorial Guinea,1.6508,10.2679,0,0,0
2/29/2020,Eritrea,15.1794,39.7823,0,0,0
2/29/2020,Estonia,58.5953,25.0136,1,0,0
2/29/2020,Eswatini,-26.5225,31.4659,0,0,0
2/29/2020,Ethiopia,9.145,40.4897,0,0,0
2/29/2020,Fiji,-17.7134,178.065,0,0,0
2/29/2020,Finland,61.92411,25.748151,3,1,0
2/29/2020,France,46.2276,2.2137,100,12,2
2/29/2020,Gabon,-0.8037,11.6094,0,0,0
2/29/2020,Gambia,13.4432,-15.3101,0,0,0
2/29/2020,Georgia,42.3154,43.3569,1,0,0
2/29/2020,Germany,51.165691,10.451526,79,16,0
2/29/2020,Ghana,7.9465,-1.0232,0,0,0
2/29/2020,Greece,39.0742,21.8243,4,0,0
2/29/2020,Grenada,12.1165,-61.679,0,0,0
2/29/2020,Guatemala,15.7835,-90.2308,0,0,0
2/29/2020,Guinea-Bissau,11.8037,-15.1804,0,0,0
2/29/2020,Guinea,9.9456,-9.6966,0,0,0
2/29/2020,Guyana,4.860416,-58.93018,0,0,0
2/29/2020,Haiti,18.9712,-72.2852,0,0,0
2/29/2020,Holy See,41.9029,12.4534,0,0,0
2/29/2020,Honduras,15.2,-86.2419,0,0,0
2/29/2020,Hungary,47.1625,19.5033,0,0,0
2/29/2020,Iceland,64.9631,-19.0208,1,0,0
2/29/2020,India,20.593684,78.96288,3,3,0
2/29/2020,Indonesia,-0.7893,113.9213,0,0,0
2/29/2020,Iran,32.427908,53.688046,593,123,43
2/29/2020,Iraq,33.223191,43.679291,13,0,0
2/29/2020,Ireland,53.1424,-7.6921,1,0,0
2/29/2020,Israel,31.046051,34.851612,7,1,0
2/29/2020,Italy,41.87194,12.56738,1128,46,29
2/29/2020,Jamaica,18.1096,-77.2975,0,0,0
2/29/2020,Japan,36.204824,138.252924,245,32,6
2/29/2020,Jordan,31.24,36.51,0,0,0
2/29/2020,Kazakhstan,48.0196,66.9237,0,0,0
2/29/2020,Kenya,-0.0236,37.9062,0,0,0
2/29/2020,Korea, South,35.907757,127.766922,3150,27,16
2/29/2020,Kosovo,42.602636,20.902977,0,0,0
2/29/2020,Kuwait,29.31166,47.481766,45,0,0
2/29/2020,Kyrgyzstan,41.20438,74.766098,0,0,0
2/29/2020,Laos,19.85627,102.495496,0,0,0
2/29/2020,Latvia,56.8796,24.6032,0,0,0
2/29/2020,Lebanon,33.8547,35.8623,4,0,0
2/29/2020,Lesotho,-29.61,28.2336,0,0,0
2/29/2020,Liberia,6.428055,-9.429499,0,0,0
2/29/2020,Libya,26.3351,17.228331,0,0,0
2/29/2020,Liechtenstein,47.14,9.55,0,0,0
2/29/2020,Lithuania,55.1694,23.8813,1,0,0
2/29/2020,Luxembourg,49.8153,6.1296,1,0,0
2/29/2020,MS Zaandam,0,0,0,0,0
2/29/2020,Madagascar,-18.766947,46.869107,0,0,0
2/29/2020,Malawi,-13.2543,34.3015,0,0,0
2/29/2020,Malaysia,4.210484,101.975766,25,18,0
2/29/2020,Maldives,3.2028,73.2207,0,0,0
2/29/2020,Mali,17.570692,-3.996166,0,0,0
2/29/2020,Malta,35.9375,14.3754,0,0,0
2/29/2020,Mauritania,21.0079,-10.9408,0,0,0
2/29/2020,Mauritius,-20.348404,57.552152,0,0,0
2/29/2020,Mexico,23.6345,-102.5528,4,0,0
2/29/2020,Moldova,47.4116,28.3699,0,0,0
2/29/2020,Monaco,43.7333,7.4167,1,0,0
2/29/2020,Mongolia,46.8625,103.8467,0,0,0
2/29/2020,Montenegro,42.708678,19.37439,0,0,0
2/29/2020,Morocco,31.7917,-7.0926,0,0,0
2/29/2020,Mozambique,-18.665695,35.529562,0,0,0
2/29/2020,Namibia,-22.9576,18.4904,0,0,0
2/29/2020,Nepal,28.1667,84.25,1,1,0
2/29/2020,Netherlands,52.1326,5.2913,6,0,0
2/29/2020,New Zealand,-40.9006,174.886,1,0,0
2/29/2020,Nicaragua,12.865416,-85.207229,0,0,0
2/29/2020,Niger,17.607789,8.081666,0,0,0
2/29/2020,Nigeria,9.082,8.6753,1,0,0
2/29/2020,North Macedonia,41.6086,21.7453,1,0,0
2/29/2020,Norway,60.472,8.4689,15,0,0
2/29/2020,Oman,21.512583,55.923255,6,1,0
2/29/2020,Pakistan,30.3753,69.3451,4,0,0
2/29/2020,Panama,8.538,-80.7821,0,0,0
2/29/2020,Papua New Guinea,-6.314993,143.95555,0,0,0
2/29/2020,Paraguay,-23.4425,-58.4438,0,0,0
2/29/2020,Peru,-9.19,-75.0152,0,0,0
2/29/2020,Philippines,12.879721,121.774017,3,1,1
2/29/2020,Poland,51.9194,19.1451,0,0,0
2/29/2020,Portugal,39.3999,-8.2245,0,0,0
2/29/2020,Qatar,25.3548,51.1839,1,0,0
2/29/2020,Romania,45.9432,24.9668,3,0,0
2/29/2020,Russia,61.52401,105.318756,2,2,0
2/29/2020,Rwanda,-1.9403,29.8739,0,0,0
2/29/2020,Saint Kitts and Nevis,17.357822,-62.782998,0,0,0
2/29/2020,Saint Lucia,13.9094,-60.9789,0,0,0
2/29/2020,Saint Vincent and the Grenadines,12.9843,-61.2872,0,0,0
2/29/2020,San Marino,43.9424,12.4578,1,0,0
2/29/2020,Sao Tome and Principe,0.1864,6.6131,0,0,0
2/29/2020,Saudi Arabia,23.885942,45.079162,0,0,0
2/29/2020,Senegal,14.4974,-14.4524,0,0,0
2/29/2020,Serbia,44.0165,21.0059,0,0,0
2/29/2020,Seychelles,-4.6796,55.492,0,0,0
2/29/2020,Sierra Leone,8.460555,-11.779889,0,0,0
2/29/2020,Singapore,1.2833,103.8333,102,72,0
2/29/2020,Slovakia,48.669,19.699,0,0,0
2/29/2020,Slovenia,46.1512,14.9955,0,0,0
2/29/2020,Somalia,5.152149,46.199616,0,0,0
2/29/2020,South Africa,-30.5595,22.9375,0,0,0
2/29/2020,South Sudan,6.877,31.307,0,0,0
2/29/2020,Spain,40.463667,-3.74922,45,2,0
2/29/2020,Sri Lanka,7.873054,80.771797,1,1,0
2/29/2020,Sudan,12.8628,30.2176,0,0,0
2/29/2020,Suriname,3.9193,-56.0278,0,0,0
2/29/2020,Sweden,60.128161,18.643501,12,0,0
2/29/2020,Switzerland,46.8182,8.2275,18,0,0
2/29/2020,Syria,34.802075,38.996815,0,0,0
2/29/2020,Taiwan,23.7,121,39,9,1
2/29/2020,Tajikistan,38.861,71.2761,0,0,0
2/29/2020,Tanzania,-6.369028,34.888822,0,0,0
2/29/2020,Thailand,15.870032,100.992541,42,28,0
2/29/2020,Timor-Leste,-8.874217,125.727539,0,0,0
2/29/2020,Togo,8.6195,0.8248,0,0,0
2/29/2020,Trinidad and Tobago,10.6918,-61.2225,0,0,0
2/29/2020,Tunisia,33.886917,9.537499,0,0,0
2/29/2020,Turkey,38.9637,35.2433,0,0,0
2/29/2020,United States,40,-100,24,7,1
2/29/2020,Uganda,1.373333,32.290275,0,0,0
2/29/2020,Ukraine,48.3794,31.1656,0,0,0
2/29/2020,United Arab Emirates,23.424076,53.847818,21,5,0
2/29/2020,United Kingdom,55.3781,-3.436,61,8,0
2/29/2020,Uruguay,-32.5228,-55.7658,0,0,0
2/29/2020,Uzbekistan,41.377491,64.585262,0,0,0
2/29/2020,Venezuela,6.4238,-66.5897,0,0,0
2/29/2020,Vietnam,14.058324,108.277199,16,16,0
2/29/2020,West Bank and Gaza,31.9522,35.2332,0,0,0
2/29/2020,Western Sahara,24.2155,-12.8858,0,0,0
2/29/2020,Yemen,15.552727,48.516388,0,0,0
2/29/2020,Zambia,-13.133897,27.849332,0,0,0
2/29/2020,Zimbabwe,-19.015438,29.154857,0,0,0
3/31/2020,Afghanistan,33.93911,67.709953,174,5,4
3/31/2020,Albania,41.1533,20.1683,243,52,15
3/31/2020,Algeria,28.0339,1.6596,716,46,44
3/31/2020,Andorra,42.5063,1.5218,376,10,12
3/31/2020,Angola,-11.2027,17.8739,7,1,2
3/31/2020,Antigua and Barbuda,17.0608,-61.7964,7,0,0
3/31/2020,Argentina,-38.4161,-63.6167,1054,240,27
3/31/2020,Armenia,40.0691,45.0382,532,30,3
3/31/2020,Australia,-35.4735,149.0124,4559,358,18
3/31/2020,Austria,47.5162,14.5501,10180,1095,128
3/31/2020,Azerbaijan,40.1431,47.5769,298,26,5
3/31/2020,Bahamas,25.025885,-78.035889,14,1,0
3/31/2020,Bahrain,26.0275,50.55,567,295,4
3/31/2020,Bangladesh,23.685,90.3563,51,25,5
3/31/2020,Barbados,13.1939,-59.5432,34,0,0
3/31/2020,Belarus,53.7098,27.9534,152,47,1
3/31/2020,Belgium,50.8333,4.469936,12775,1696,705
3/31/2020,Belize,17.1899,-88.4976,3,0,0
3/31/2020,Benin,9.3077,2.3158,9,1,0
3/31/2020,Bhutan,27.5142,90.4336,4,0,0
3/31/2020,Bolivia,-16.2902,-63.5887,107,0,6
3/31/2020,Bosnia and Herzegovina,43.9159,17.6791,420,17,13
3/31/2020,Botswana,-22.3285,24.6849,4,0,1
3/31/2020,Brazil,-14.235,-51.9253,5717,127,201
3/31/2020,Brunei,4.5353,114.7277,129,45,1
3/31/2020,Bulgaria,42.7339,25.4858,399,17,8
3/31/2020,Burkina Faso,12.2383,-1.5616,261,32,14
3/31/2020,Burma,21.9162,95.956,15,0,1
3/31/2020,Burundi,-3.3731,29.9189,2,0,0
3/31/2020,Cabo Verde,16.5388,-23.0418,6,0,1
3/31/2020,Cambodia,11.55,104.9167,109,23,0
3/31/2020,Cameroon,3.848,11.5021,193,5,6
3/31/2020,Canada,53.9333,-116.5765,8527,1592,101
3/31/2020,Central African Republic,6.6111,20.9394,3,0,0
3/31/2020,Chad,15.4542,18.7322,7,0,0
3/31/2020,Chile,-35.6751,-71.543,2844,156,12
3/31/2020,China,31.8257,117.2264,82279,76206,3309
3/31/2020,Colombia,4.5709,-74.2973,906,31,16
3/31/2020,Comoros,-11.6455,43.3333,0,0,0
3/31/2020,Congo (Brazzaville),-0.228,15.8277,19,0,0
3/31/2020,Congo (Kinshasa),-4.0383,21.7587,98,2,8
3/31/2020,Costa Rica,9.7489,-83.7534,347,4,2
3/31/2020,Cote d'Ivoire,7.54,-5.5471,179,7,1
3/31/2020,Croatia,45.1,15.2,867,67,6
3/31/2020,Cuba,21.521757,-77.781167,186,8,6
3/31/2020,Cyprus,35.1264,33.4299,262,23,8
3/31/2020,Czechia,49.8175,15.473,3308,45,31
3/31/2020,Denmark,56.2639,9.5018,3039,77,90
3/31/2020,Diamond Princess,0,0,712,603,10
3/31/2020,Djibouti,11.8251,42.5903,30,0,0
3/31/2020,Dominica,15.415,-61.371,12,0,0
3/31/2020,Dominican Republic,18.7357,-70.1627,1109,5,51
3/31/2020,Ecuador,-1.8312,-78.1834,2240,54,75
3/31/2020,Egypt,26.820553,30.802498,710,157,46
3/31/2020,El Salvador,13.7942,-88.8965,32,0,1
3/31/2020,Equatorial Guinea,1.6508,10.2679,12,1,0
3/31/2020,Eritrea,15.1794,39.7823,15,0,0
3/31/2020,Estonia,58.5953,25.0136,745,26,4
3/31/2020,Eswatini,-26.5225,31.4659,9,0,0
3/31/2020,Ethiopia,9.145,40.4897,26,2,0
3/31/2020,Fiji,-17.7134,178.065,5,0,0
3/31/2020,Finland,61.92411,25.748151,1418,10,17
3/31/2020,France,46.2276,2.2137,52827,9513,3532
3/31/2020,Gabon,-0.8037,11.6094,16,0,1
3/31/2020,Gambia,13.4432,-15.3101,4,0,1
3/31/2020,Georgia,42.3154,43.3569,110,21,0
3/31/2020,Germany,51.165691,10.451526,71808,16100,775
3/31/2020,Ghana,7.9465,-1.0232,161,31,5
3/31/2020,Greece,39.0742,21.8243,1314,52,49
3/31/2020,Grenada,12.1165,-61.679,9,0,0
3/31/2020,Guatemala,15.7835,-90.2308,38,12,1
3/31/2020,Guinea-Bissau,11.8037,-15.1804,8,0,0
3/31/2020,Guinea,9.9456,-9.6966,22,0,0
3/31/2020,Guyana,4.860416,-58.93018,12,0,2
3/31/2020,Haiti,18.9712,-72.2852,15,1,0
3/31/2020,Holy See,41.9029,12.4534,6,0,0
3/31/2020,Honduras,15.2,-86.2419,141,3,7
3/31/2020,Hungary,47.1625,19.5033,492,37,16
3/31/2020,Iceland,64.9631,-19.0208,1135,198,2
3/31/2020,India,20.593684,78.96288,1397,123,35
3/31/2020,Indonesia,-0.7893,113.9213,1528,81,136
3/31/2020,Iran,32.427908,53.688046,44605,14656,2898
3/31/2020,Iraq,33.223191,43.679291,694,170,50
3/31/2020,Ireland,53.1424,-7.6921,3235,5,71
3/31/2020,Israel,31.046051,34.851612,5358,224,20
3/31/2020,Italy,41.87194,12.56738,105792,15729,12428
3/31/2020,Jamaica,18.1096,-77.2975,36,2,1
3/31/2020,Japan,36.204824,138.252924,2255,424,67
3/31/2020,Jordan,31.24,36.51,274,30,5
3/31/2020,Kazakhstan,48.0196,66.9237,343,24,2
3/31/2020,Kenya,-0.0236,37.9062,59,1,1
3/31/2020,Korea, South,35.907757,127.766922,9786,5408,162
3/31/2020,Kosovo,42.602636,20.902977,112,6,1
3/31/2020,Kuwait,29.31166,47.481766,289,73,0
3/31/2020,Kyrgyzstan,41.20438,74.766098,107,3,0
3/31/2020,Laos,19.85627,102.495496,9,0,0
3/31/2020,Latvia,56.8796,24.6032,398,1,0
3/31/2020,Lebanon,33.8547,35.8623,470,37,12
3/31/2020,Lesotho,-29.61,28.2336,0,0,0
3/31/2020,Liberia,6.428055,-9.429499,3,0,0
3/31/2020,Libya,26.3351,17.228331,10,1,0
3/31/2020,Liechtenstein,47.14,9.55,68,44,0
3/31/2020,Lithuania,55.1694,23.8813,537,7,8
